x_m,y_m,latitude,longitude
0.46909819051173685,1.022191639853763,39.9630152,116.3036863
0.46909819051173685,1.022191639853763,39.9630152,116.3036863
0.46893202287620506,1.0210921764879994,39.96301519,116.3036863
0.4680893295356222,1.0212195371297847,39.96301519,116.30368629
0.4680893295356222,1.0212195371297847,39.96301519,116.30368629
0.4679231619000904,1.020120073764021,39.96301518,116.30368629
0.4675908266290268,1.0179211470324938,39.96301516,116.30368629
0.46725849147603243,1.0157222210821821,39.96301514,116.30368629
0.46624962930237784,1.0147501185391945,39.96301513,116.30368628
0.46591729403131427,1.012551191807667,39.96301511,116.30368628
0.4665938209339053,1.011324367619128,39.9630151,116.30368629
0.4665938209339053,1.011324367619128,39.9630151,116.30368629
0.4676026819100199,1.012296470343106,39.96301511,116.3036863
0.46844537644814266,1.0121691095203305,39.96301511,116.30368631
0.4692880697887254,1.0120417488785451,39.96301511,116.30368632
0.46978657269532076,1.015340138975836,39.96301514,116.30368632
0.47061741075491054,1.0208374550234385,39.96301519,116.30368632
0.47094974602597406,1.0230363817549655,39.96301521,116.30368632
0.4711040583805129,1.029760521810117,39.96301527,116.30368631
0.4719348964401026,1.035257837857719,39.96301532,116.30368631
0.47259956698222977,1.0396556913207735,39.96301536,116.30368631
0.4719348964401026,1.035257837857719,39.96301532,116.30368631
0.47143639365157647,1.031959448541644,39.96301529,116.30368631
0.4707717231094493,1.0275615950785895,39.96301525,116.30368631
0.4701070526853913,1.0231637423967508,39.96301521,116.30368631
0.4697747174143278,1.0209648156652238,39.96301519,116.30368631
0.469608549778796,1.01986535229946,39.96301518,116.30368631
0.4692762145077324,1.0176664255679329,39.96301516,116.30368631
0.468943879354738,1.0154674996176212,39.96301514,116.30368631
0.46861154408367445,1.0132685728860942,39.96301512,116.30368631
0.46692615620496886,1.0135232943506551,39.96301512,116.30368629
0.4643980749856805,1.0139053764570014,39.96301512,116.30368626
0.4617038249333203,1.0131879953785743,39.96301511,116.30368623
0.4591757437140319,1.0135700774849206,39.96301511,116.3036862
0.4566476624947436,1.0139521595912668,39.96301511,116.30368617
0.4568138301302754,1.0150516229570306,39.96301512,116.30368617
0.45899771959996716,1.018095290989535,39.96301515,116.30368619
0.4611816103852681,1.0211389596222649,39.96301518,116.30368621
0.46303316589950544,1.0219837015234676,39.96301519,116.30368623
0.4643743633442236,1.0251547307979825,39.96301522,116.30368624
0.46605975122292914,1.0249000093334215,39.96301522,116.30368626
0.4667362769279802,1.0236731853258727,39.96301521,116.30368627
0.4664039416569167,1.0214742585943457,39.96301519,116.30368627
0.4670804673619676,1.0202474345867967,39.96301518,116.30368628
0.4675908266290268,1.0179211470324938,39.96301516,116.30368629
0.46775699426455863,1.0190206103982575,39.96301517,116.30368629
0.46876585524067327,1.0199927131222357,39.96301518,116.3036863
0.46893202287620506,1.0210921764879994,39.96301519,116.3036863
0.46909819051173685,1.022191639853763,39.9630152,116.3036863
0.4702732203209231,1.0242632057625143,39.96301522,116.30368631
0.4701070526853913,1.0231637423967508,39.96301521,116.30368631
0.4699408850498596,1.0220642790309873,39.9630152,116.30368631
0.4697747174143278,1.0209648156652238,39.96301519,116.30368631
0.4694423821432642,1.0187658889336966,39.96301517,116.30368631
0.4692762145077324,1.0176664255679329,39.96301516,116.30368631
0.46911004687220065,1.0165669622021691,39.96301515,116.30368631
0.468943879354738,1.0154674996176212,39.96301514,116.30368631
0.46877771171920624,1.0143680362518577,39.96301513,116.30368631
